,id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label,Deepseek_V3_reason,Deepseek_V3_label_text,Deepseek_V3_label
4116,099c9c0af5, don`t leave us,1,neutral,"The text is a plea or request not to be left, implying a sense of attachment or concern, which suggests a negative sentiment due to the potential loss or separation",negative,0,"The text expresses a plea or request, which can be interpreted as a desire for someone to stay. It does not inherently convey a positive or negative sentiment, but rather a neutral appeal.",neutral,1
4117,37835b330f, I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,0,negative,"The text expresses feelings of being lost and overwhelmed, and physical discomfort (headache and eye pain), indicating a negative sentiment. The use of 'haha' seems to be an attempt to downplay or cope with the negative emotions, but it doesn't change the overall tone of the message",negative,0,"The text expresses feelings of being lost and discomfort (headache and eyes hurt), indicating a negative sentiment",negative,0
4118,da27524b88,_ann_cole  i thinks thats right lol... please follow me... much appreciated,2,positive,"The text expresses a casual tone with a hint of politeness ('much appreciated') and a request to follow, but overall the sentiment is neutral as it doesn't convey strong emotions or opinions",neutral,1,"The text includes a polite request and an expression of gratitude, which conveys a positive sentiment.",positive,2
4119,84f6b89fd7,I love that Joan Rivers says it`s Family First.,2,positive,"The text expresses admiration and approval for Joan Rivers' statement, indicating a positive sentiment",positive,2,"The text expresses admiration and approval for Joan Rivers' statement about family being a priority, indicating a positive sentiment",positive,2
4120,cdb59f1fd1,Happy mother`s day to all the mom`s! Love you mom,2,positive,The text expresses a positive sentiment by wishing a happy Mother's Day to all mothers and specifically expressing love for the writer's own mom,positive,2,"The text expresses warm wishes and affection for mothers, indicating a positive sentiment",positive,2
4121,d641fd2819,Hoping that this will just heal on it`s own because anything I put on it just makes it worse. Owww,1,neutral,The text expresses a negative sentiment due to the physical discomfort or pain described ('Owww') and the frustration with treatments that worsen the condition ('anything I put on it just makes it worse'),negative,0,"The text expresses frustration and discomfort about a condition that is not improving, indicating a negative sentiment",negative,0
4122,93de1656ca, omg! I dont blame you! hope you didnt hurt him too bad,2,positive,"The text expresses shock and concern for someone's well-being, with a tone of empathy, indicating a generally positive sentiment despite the context of potential conflict",positive,2,"The text expresses concern and a hint of relief ('hope you didn't hurt him too bad'), indicating a generally positive sentiment despite the initial exclamation.",positive,2
4123,0b5d29b8e4, it`s cloudy and damp over here too. i hope it doesnt rain for tonite`s track meet  i`d hate to do interviews in the rain,2,positive,"The text expresses a neutral description of the weather, but then expresses a negative sentiment about the possibility of rain and its impact on the track meet and interviews",negative,0,"The text expresses concern and dislike about the possibility of rain affecting the track meet and interviews, indicating a negative sentiment",negative,0
4124,b68e793f47,one of the estate agents next door just caught me singing along to wham,1,neutral,"The text mentions a potentially embarrassing situation (being caught singing along to music), but the tone is casual and matter-of-fact, without expressing any strong emotions or opinions, suggesting a neutral sentiment",neutral,1,"The text describes a situation where the author was caught singing by an estate agent, but it does not express any strong positive or negative emotion about the event.",neutral,1
4125,1bc0fcf9ec, Was actually done by my cousin,1,neutral,"The text is a simple statement of fact without expressing any emotion or opinion, it's a clarification of who did something without any positive or negative connotation",neutral,1,The text is a factual statement about an action performed by someone else without expressing any emotion or opinion,neutral,1
4126,87253d3346, my bad. I thought you were talking about today,0,negative,"The text is an apologetic statement, indicating a slight mistake or miscommunication, but it doesn't express strong emotions or opinions, so it's not positive or negative",neutral,1,The text is a simple acknowledgment of a misunderstanding without any emotional expression or opinion,neutral,1
4127,e1336d9a46,_lokelani  i have no idea!,1,neutral,"The text expresses uncertainty or a lack of knowledge without any emotional context, indicating a neutral sentiment",neutral,1,The text is a simple statement of uncertainty without expressing any particular emotion or opinion,neutral,1
4128,59b77080c1, britain is ****,0,negative,"The text contains a strong profanity used to express a negative opinion about Britain, indicating a negative sentiment",negative,0,"The text contains a negative expression with the use of a swear word, indicating frustration or anger",negative,0
4129,2848eceecb, I have trouble updating!!!,0,negative,"The text expresses frustration or difficulty with updating, indicating a negative sentiment",negative,0,"The text expresses frustration or difficulty with updating, indicating a negative sentiment",negative,0
4130,96186fed70,Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,0,negative,"The text is a question about a technical issue with a computer, and the tone is inquiring and neutral, without expressing any strong emotions or opinions",neutral,1,The text describes a problem with sound input on a computer and expresses frustration by stating that various solutions have been tried without success. This indicates a negative sentiment.,negative,0
